PeakID (cmd=annotatePeaks.pl ../chip_output/macs2_output/SRR21586222_summits.bed mm10 -gtf ../chip_output/tmp/mm10.ncbiRefSeq.gtf)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
SRR21586222_peak_4606	chr10	75065850	75065850	+	2.63521	NA	intron (XM_006513060.4, intron 1 of 16)	-intron (NM_001081412.2, intron 1 of 22)	4954	NM_001081412.2	Bcr	NM_001081412			Bcr			
SRR21586222_peak_39259	chr6	149101113	149101113	+	2.63521	NA	intron (XM_006507063.4, intron 1 of 21)	-intron (NM_177192.3_2, intron 1 of 20)	154	XM_030255459.1	Dennd5b	XM_006507063			Dennd5b			
SRR21586222_peak_36669c	chr5	146385595	146385595	+	2.63521	NA	exon (XM_006504833.4, exon 1 of 10)	-exon (XM_006504833.4, exon 1 of 10)	259	XM_006504833.4	Wasf3	XR_003955640			Wasf3			
SRR21586222_peak_37716	chr6	67888655	67888655	+	2.63521	NA	exon (Igk, exon 1 of 1)	-exon (Igk, exon 1 of 1)	-5045	Gm9729	Gm9729	Gm9729			Gm9729			NA
SRR21586222_peak_41770	chr7	120875745	120875745	+	2.63521	NA	exon (XR_003946867.1, exon 1 of 3)	-exon (XR_003946867.1, exon 1 of 3)	898	XR_003946867.1	Gm15774	XR_003946869			Gm15774			
SRR21586222_peak_27171	chr2	156134246	156134246	+	2.63521	NA	intron (XM_006498897.2, intron 4 of 11)	-intron (NM_010911.2, intron 5 of 12)	-9907	NM_001164216.1	Romo1	NM_025946			Romo1			
SRR21586222_peak_26146	chr2	102100081	102100081	+	2.63521	NA	intron (XM_006499481.4, intron 2 of 5)	-intron (NM_001290784.1, intron 2 of 5)	42559	XR_003953882.1	LOC102643083	XR_003953882			LOC102643083			
SRR21586222_peak_2340	chr1	143819834	143819834	+	2.63521	NA	Intergenic	Intergenic	40906	XR_003949318.1	LOC115487685	XR_003949318			LOC115487685			
SRR21586222_peak_33641	chr4	151111262	151111262	+	2.63521	NA	promoter-TSS (XM_030253023.1)	-promoter-TSS (XM_030253023.1)	-681	XM_030253023.1	Camta1	XM_030253036			Camta1			
SRR21586222_peak_18305	chr16	30873932	30873932	+	2.63521	NA	Intergenic	Intergenic	-15164	XR_003952019.1	Gm25375	XR_003952019			Gm25375			
SRR21586222_peak_40440	chr7	44225262	44225262	+	2.63521	NA	promoter-TSS (NM_001320331.1)	-promoter-TSS (NM_001320331.1)	-98	NM_010639.8	Klk1	NM_001320331			Klk1			
SRR21586222_peak_11225	chr13	9129086	9129086	+	2.63521	NA	exon (XM_011244253.3, exon 1 of 16)	-exon (XM_011244253.3, exon 1 of 16)	5098	XM_011244253.3	Larp4b	XM_011244253			Larp4b			
SRR21586222_peak_28494b	chr3	35418098	35418098	+	2.63424	NA	Intergenic	Intergenic	-12148	XR_389676.2	Gm38512	XR_389676			Gm38512			
SRR21586222_peak_14208c	chr14	45388022	45388022	+	2.63399	NA	intron (XM_006519276.4, intron 1 of 5)	-intron (NM_019425.2, intron 1 of 5)	774	NM_019425.2	Gnpnat1	XM_006519276			Gnpnat1			
SRR21586222_peak_10935	chr12	110417607	110417607	+	2.63254	NA	intron (XR_873021.2, intron 1 of 2)	-intron (XR_873021.2, intron 1 of 2)	457	XR_873021.2	Gm40577	XR_873021			Gm40577			
SRR21586222_peak_15945a	chr15	36687922	36687922	+	2.63254	NA	intron (XR_001781660.1, intron 1 of 2)	-intron (XR_001781660.1, intron 1 of 2)	7842	XR_001781660.1	Gm46515	XR_001781660			Gm46515			
SRR21586222_peak_6382	chr11	23080943	23080943	+	2.63254	NA	Intergenic	Intergenic	15879	XR_381097.4	Gm12059	XR_872307			Gm12059			
SRR21586222_peak_46398	chr9	70495176	70495176	+	2.63254	NA	intron (XM_030244751.1, intron 1 of 13)	-intron (NM_001357494.1, intron 2 of 14)	8202	XM_006511587.3	Rnf111	XM_011242841			Rnf111			
SRR21586222_peak_27221	chr2	156862941	156862941	+	2.63252	NA	promoter-TSS (NM_026124.3)	-promoter-TSS (NM_026124.3)	4	NR_027914.1	5430405H02Rik	NR_027914			5430405H02Rik			
SRR21586222_peak_48743b	chrX	136214624	136214624	+	2.63252	NA	promoter-TSS (XM_030251536.1)	-promoter-TSS (XM_030251536.1)	-295	XM_030251536.1	LOC115489115	XM_030251536			LOC115489115			
SRR21586222_peak_6779d	chr11	49204080	49204080	+	2.63252	NA	promoter-TSS (NM_001362727.1)	-promoter-TSS (NM_001362727.1)	-239	NM_001362727.1	Zfp62	NM_001362727			Zfp62			
SRR21586222_peak_33674	chr4	152333196	152333196	+	2.63252	NA	exon (NM_001277113.1, exon 4 of 4)	-exon (NM_001277113.1, exon 4 of 4)	-5450	XM_006538931.2	Chd5	NM_029216			Chd5			
SRR21586222_peak_22591	chr18	61594215	61594215	+	2.63252	NA	Intergenic	Intergenic	-25685	XR_877470.1	Gm41747	XR_877470			Gm41747			
SRR21586222_peak_6777	chr11	49198134	49198134	+	2.63248	NA	Intergenic	Intergenic	-5127	XM_030245949.1	Zfp62	NM_001362727			Zfp62			
SRR21586222_peak_36901b	chr6	6284465	6284465	+	2.63248	NA	intron (NR_136905.1, intron 1 of 3)	-intron (NR_136904.1, intron 1 of 4)	35806	NR_136905.1	Gm20619	NR_136904			Gm20619			
SRR21586222_peak_10494b	chr12	84235858	84235858	+	2.63248	NA	Intergenic	Intergenic	-16977	NM_001163501.1	Mideas	XM_006515843			Mideas			
SRR21586222_peak_35634	chr5	114185218	114185218	+	2.63248	NA	intron (XM_006530114.4, intron 2 of 52)	-intron (NM_133904.2, intron 2 of 51)	9337	XM_006530114.4	Acacb	XM_006530113			Acacb			
SRR21586222_peak_3948	chr10	39106616	39106616	+	2.63248	NA	intron (NM_010681.4, intron 37 of 37)	-intron (NM_010681.4, intron 37 of 37)	27284	NM_001359442.1	Fam229b	NM_183254			Fam229b			
SRR21586222_peak_44774a	chr8	123341139	123341139	+	2.63248	NA	intron (NM_172287.2, intron 1 of 14)	-intron (NM_172287.2, intron 1 of 14)	8426	NM_172287.2	Spire2	NM_172287			Spire2			
SRR21586222_peak_32274	chr4	119082446	119082446	+	2.63248	NA	intron (XR_868067.2, intron 2 of 2)	-intron (XR_376590.3, intron 2 of 2)	9177	XR_376590.3	Gm35510	XR_868067			Gm35510			
SRR21586222_peak_9049	chr11	119936947	119936947	+	2.63248	NA	exon (XR_001780400.2, exon 4 of 5)	-exon (XR_001780400.2, exon 4 of 5)	2208	XR_003949831.1	Gm11767	XR_001780399			Gm11767			
SRR21586222_peak_18165	chr16	22918982	22918982	+	2.63248	NA	intron (NM_001083905.1, intron 1 of 7)	-intron (NM_001083905.1, intron 1 of 7)	600	NM_001083905.1	Fetub	NM_021564			Fetub			
SRR21586222_peak_5619	chr10	127188807	127188807	+	2.63248	NA	promoter-TSS (NM_001358557.1)	-promoter-TSS (NM_001358557.1)	-35	NM_001358557.1	Arhgef25	XM_006513879			Arhgef25			
SRR21586222_peak_17955b	chr16	17423584	17423584	+	2.63248	NA	intron (NM_023348.4, intron 3 of 4)	-intron (NM_023348.4, intron 3 of 4)	-17270	NM_001001983.2	Pi4ka	XM_006522037			Pi4ka			
SRR21586222_peak_19795	chr17	25264586	25264586	+	2.63248	NA	intron (XM_006524049.4, intron 6 of 6)	-intron (NM_001177609.1, intron 7 of 7)	-8222	NM_001163270.1	Baiap3	XM_006524643			Baiap3			
SRR21586222_peak_36902a	chr6	6285145	6285145	+	2.63248	NA	intron (NR_136905.1, intron 1 of 3)	-intron (NR_136904.1, intron 1 of 4)	36486	NR_136905.1	Gm20619	NR_136904			Gm20619			
SRR21586222_peak_11811	chr13	43255297	43255297	+	2.63248	NA	exon (XR_003950633.1, exon 1 of 2)	-exon (XR_003950633.1, exon 1 of 2)	21039	XR_003950633.1	LOC115488162	XR_003950633			LOC115488162			
SRR21586222_peak_17614b	chr16	4939481	4939481	+	2.63248	NA	exon (NM_001316715.1, exon 2 of 3)	-exon (NM_001316715.1, exon 2 of 3)	104	NR_037666.1	Gm16861	NR_037666			Gm16861			
SRR21586222_peak_24383	chr19	57333613	57333613	+	2.63248	NA	intron (NR_040316.1, intron 1 of 2)	-intron (NR_040316.1, intron 1 of 2)	10011	XR_003952853.1	Gm50270	XR_003952853			Gm50270			
SRR21586222_peak_32314a	chr4	120148626	120148626	+	2.63248	NA	Intergenic	Intergenic	-12580	NM_007902.3	Edn2	NM_007902			Edn2			
SRR21586222_peak_39810	chr7	25192243	25192243	+	2.63248	NA	Intergenic	Intergenic	-11446	XM_006539658.4	Pou2f2	XM_006539660			Pou2f2			
SRR21586222_peak_8252	chr11	97570438	97570438	+	2.63248	NA	intron (XM_017314678.2, intron 1 of 22)	-intron (NM_018873.2, intron 1 of 19)	3640	XM_006533781.4	Srcin1	XM_030246163			Srcin1			
SRR21586222_peak_1484	chr1	89182673	89182673	+	2.63248	NA	Intergenic	Intergenic	48960	XM_006529975.4	Sh3bp4	XM_030243890			Sh3bp4			
SRR21586222_peak_38735	chr6	124717739	124717739	+	2.63101	NA	TTS (NM_007531.2)	-TTS (NM_007531.2)	246	NR_029554.1	Mir141	NR_029554			Mir141			
SRR21586222_peak_32173a	chr4	117098517	117098517	+	2.63101	NA	intron (NM_008958.3, intron 2 of 21)	-intron (NM_001312903.1, intron 2 of 21)	2461	NM_001312903.1	Ptch2	NM_008958			Ptch2			
SRR21586222_peak_19888b	chr17	27056363	27056363	+	2.63101	NA	promoter-TSS (NM_080553.3)	-promoter-TSS (NM_080553.3)	-639	XM_006523712.4	Itpr3	XM_006523712			Itpr3			
SRR21586222_peak_24746a	chr2	20692185	20692185	+	2.62847	NA	intron (XM_017316831.2, intron 6 of 20)	-intron (NM_001081006.1, intron 4 of 21)	-30117	XM_017316833.2	Etl4	XM_006497424			Etl4			
SRR21586222_peak_32264	chr4	119009225	119009225	+	2.6278	NA	Intergenic	Intergenic	-11188	XR_868060.2	Gm12865	XR_868061			Gm12865			
SRR21586222_peak_25458a	chr2	55209843	55209843	+	2.62657	NA	Intergenic	Intergenic	-82170	Gm14032	Gm14032	Gm14032			Gm14032			NA
SRR21586222_peak_5613b	chr10	127064057	127064057	+	2.62657	NA	intron (NM_001355005.1, intron 1 of 6)	-intron (NM_001355005.1, intron 1 of 6)	522	NM_001355005.1	Cdk4	NM_009870			Cdk4			
SRR21586222_peak_48515	chrX	103449611	103449611	+	2.62657	NA	intron (NR_002844.2, intron 3 of 3)	-intron (NR_002844.2, intron 3 of 3)	18094	NR_002844.2	Tsix	NR_002844			Tsix			
SRR21586222_peak_36324	chr5	135940724	135940724	+	2.62599	NA	Intergenic	Intergenic	-6083	NM_018871.3	Ywhag	NM_018871			Ywhag			
SRR21586222_peak_6872	chr11	52254319	52254319	+	2.62569	NA	intron (XM_030245772.1, intron 9 of 9)	-intron (NM_001313981.1, intron 10 of 10)	22324	NM_011543.4	Skp1	NM_011543			Skp1			
SRR21586222_peak_7605	chr11	76326137	76326137	+	2.62569	NA	intron (NM_008750.5, intron 1 of 7)	-intron (NM_008750.5, intron 1 of 7)	73004	NM_008750.5	Nxn	NM_008750			Nxn			
SRR21586222_peak_29771d	chr3	104865376	104865376	+	2.62569	NA	promoter-TSS (NM_001355044.1)	-promoter-TSS (NM_001355044.1)	305	XR_003954315.1	St7l	XR_003954315			St7l			
SRR21586222_peak_12425a	chr13	65933948	65933948	+	2.62569	NA	Intergenic	Intergenic	-10106	Vmn2r-ps100	Vmn2r-ps100	Vmn2r-ps100			Vmn2r-ps100			NA
SRR21586222_peak_7947b	chr11	87427071	87427071	+	2.62569	NA	promoter-TSS (NM_001199293.1_2)	-promoter-TSS (NM_001199293.1_2)	355	XR_003949874.1	Gm22068	XR_003949874			Gm22068			
SRR21586222_peak_5281	chr10	99289660	99289660	+	2.62569	NA	Intergenic	Intergenic	-18761	XR_380738.4	Gm34921	XR_380738			Gm34921			
SRR21586222_peak_29204	chr3	88643195	88643195	+	2.62469	NA	exon (NM_001198911.2, exon 18 of 23)	-exon (NM_001198911.2, exon 18 of 23)	9947	NM_181817.1	Rxfp4	NM_181817			Rxfp4			
SRR21586222_peak_10571	chr12	86507809	86507809	+	2.62384	NA	intron (XM_006515883.3, intron 4 of 5)	-intron (NM_001159500.1, intron 5 of 6)	19602	XM_006515882.2	Esrrb	XM_006515883			Esrrb			
SRR21586222_peak_11530c	chr13	23552735	23552735	+	2.62347	NA	Intergenic	Intergenic	-1067	NM_175655.3	H4c6	NM_175655			H4c6			
SRR21586222_peak_5485	chr10	117703704	117703704	+	2.62209	NA	intron (XM_030244938.1, intron 4 of 11)	-intron (NM_001288586.2, intron 3 of 10)	-2145	XM_017313822.2	Mdm2	NM_010786			Mdm2			
SRR21586222_peak_13185	chr13	109261280	109261280	+	2.62209	NA	intron (XM_006517644.3, intron 1 of 14)	-intron (NM_011056.3, intron 3 of 16)	5763	XM_006517644.3	Pde4d	XM_006517648			Pde4d			
SRR21586222_peak_38252a	chr6	97517608	97517608	+	2.62209	NA	exon (XR_003956335.1, exon 1 of 4)	-exon (XR_003956335.1, exon 1 of 4)	21593	XR_003956337.1	Gm46970	XR_003956337			Gm46970			
SRR21586222_peak_23982b	chr19	38941431	38941431	+	2.62209	NA	intron (XM_006526699.4, intron 6 of 21)	-intron (NM_008234.3, intron 6 of 21)	-6124	XM_006526700.3	Hells	XM_006526699			Hells			
SRR21586222_peak_29990	chr3	122466144	122466144	+	2.62209	NA	intron (NM_013867.3, intron 3 of 11)	-intron (NM_013867.3, intron 3 of 11)	14083	XR_376033.3	Gm34349	XR_376033			Gm34349			
SRR21586222_peak_28087	chr3	9654422	9654422	+	2.62209	NA	intron (XR_878676.2, intron 4 of 5)	-intron (XR_387539.3, intron 4 of 5)	-2099	Gm17806	Gm17806	Gm17806			Gm17806			NA
SRR21586222_peak_31410	chr4	57866215	57866215	+	2.62209	NA	intron (NM_009649.3, intron 2 of 2)	-intron (NM_001035532.2, intron 2 of 3)	11280	XR_003955555.1	Gm26138	XR_003955555			Gm26138			
SRR21586222_peak_4840	chr10	80688210	80688210	+	2.62209	NA	intron (NM_172457.2, intron 3 of 3)	-intron (NM_172457.2, intron 3 of 3)	-11917	NM_021462.4	Mknk2	NM_021462			Mknk2			
SRR21586222_peak_29317	chr3	90503283	90503283	+	2.62209	NA	intron (XR_867226.3, intron 3 of 6)	-intron (NM_001293776.1, intron 3 of 5)	6215	NM_001293779.1	Chtop	NM_001293776			Chtop			
SRR21586222_peak_8618a	chr11	105919261	105919261	+	2.62209	NA	intron (XM_006534483.4, intron 25 of 25)	-intron (NM_181071.3, intron 24 of 25)	19932	XM_006532132.4	Cyb561	XM_006532133			Cyb561			
SRR21586222_peak_36309	chr5	135672736	135672736	+	2.62209	NA	intron (XM_006504399.1, intron 1 of 15)	-intron (XM_006504399.1, intron 1 of 15)	-1854	XM_006504398.1	Por	XM_006504398			Por			
SRR21586222_peak_45771	chr9	45055547	45055547	+	2.62209	NA	intron (NM_001093749.3, intron 1 of 5)	-intron (NM_001093749.3, intron 1 of 5)	366	NM_001093749.3	Mpzl3	NM_001093749			Mpzl3			
SRR21586222_peak_38467	chr6	113667795	113667795	+	2.62209	NA	intron (XM_006505325.4, intron 2 of 11)	-intron (NM_001113553.1, intron 2 of 11)	7129	XM_006505325.4	Irak2	XM_006505325			Irak2			
SRR21586222_peak_31637	chr4	82374967	82374967	+	2.62209	NA	intron (XM_030253304.1, intron 3 of 9)	-intron (NM_001113209.2, intron 3 of 11)	123265	XR_881379.3	2310067E19Rik	XR_881379			2310067E19Rik			
SRR21586222_peak_27499	chr2	167212561	167212561	+	2.62209	NA	intron (XM_030248627.1, intron 6 of 9)	-intron (NM_008968.4, intron 6 of 9)	-8795	XR_003954099.1	Gm52569	XR_003954099			Gm52569			
SRR21586222_peak_18012b	chr16	18878078	18878078	+	2.62095	NA	intron (XR_003951761.1, intron 1 of 25)	-intron (NM_010435.2_3, intron 1 of 24)	245	XM_006521798.4	Hira	XM_006521800			Hira			
SRR21586222_peak_32420a	chr4	124352886	124352886	+	2.62089	NA	intron (XR_003955351.1, intron 1 of 2)	-intron (XR_003955350.1, intron 1 of 2)	200	XR_003955350.1	Gm52719	XR_003955351			Gm52719			
SRR21586222_peak_35589a	chr5	113329593	113329593	+	2.61857	NA	Intergenic	Intergenic	-5048	NR_106088.1	Mir7229	NR_106088			Mir7229			
SRR21586222_peak_38513	chr6	115828178	115828178	+	2.61825	NA	intron (XR_003956176.1, intron 1 of 5)	-intron (NM_001110506.1, intron 1 of 8)	9690	XM_006505858.2	Efcab12	XR_003956176			Efcab12			
SRR21586222_peak_23826b	chr19	32175060	32175060	+	2.61616	NA	intron (XR_003952765.1, intron 3 of 10)	-intron (NM_001168525.1, intron 5 of 9)	21377	XM_006526820.4	Sgms1	XR_003952768			Sgms1			
SRR21586222_peak_17665	chr16	8708450	8708450	+	2.61616	NA	intron (XM_030249116.1, intron 6 of 31)	-intron (NM_001003918.2, intron 5 of 30)	13234	XM_030249116.1	Usp7	XM_006522141			Usp7			
SRR21586222_peak_9211b	chr12	4360117	4360117	+	2.61423	NA	intron (XM_030246598.1, intron 2 of 22)	-intron (NM_010881.2, intron 2 of 22)	26811	Gm17914	Gm17914	Gm17914			Gm17914			NA
SRR21586222_peak_32828	chr4	133634457	133634457	+	2.61392	NA	promoter-TSS (XM_006539018.2)	-promoter-TSS (XM_006539018.2)	-967	XR_390767.3	Zdhhc18	XM_011250299			Zdhhc18			
SRR21586222_peak_16511	chr15	73660092	73660092	+	2.61392	NA	Intergenic	Intergenic	-14335	XM_011245401.1	Slc45a4	NM_001357747			Slc45a4			
SRR21586222_peak_29537a	chr3	96557330	96557330	+	2.61392	NA	promoter-TSS (NM_001009935.2)	-promoter-TSS (NM_001009935.2)	-627	NM_023719.2	Txnip	NM_001009935			Txnip			
SRR21586222_peak_42704	chr8	22146005	22146005	+	2.61296	NA	intron (XR_378785.4, intron 10 of 15)	-intron (NM_001162947.1, intron 9 of 14)	16489	NM_001162947.1	Nek3	XM_006509111			Nek3			
SRR21586222_peak_28173	chr3	16198457	16198457	+	2.61296	NA	intron (NM_001358042.1, intron 2 of 3)	-intron (NM_001145919.2, intron 3 of 4)	15292	NM_001358042.1	Ythdf3	NM_001358043			Ythdf3			
SRR21586222_peak_30476	chr4	3200386	3200386	+	2.61296	NA	promoter-TSS (XM_030253994.1)	-promoter-TSS (XM_030253994.1)	-87	XM_030253994.1	Gm52720	XM_030253994			Gm52720			
SRR21586222_peak_25734	chr2	71842595	71842595	+	2.61296	NA	intron (XM_017315707.1, intron 19 of 25)	-intron (NM_001277970.1, intron 19 of 24)	-30620	XR_001782095.2	Pdk1	NM_172665			Pdk1			
SRR21586222_peak_36294	chr5	135246692	135246692	+	2.61296	NA	TTS (NM_011714.2)	-TTS (NM_011714.2)	4355	NM_010246.1	Fzd9	NM_010246			Fzd9			
SRR21586222_peak_36655c	chr5	145223797	145223797	+	2.61296	NA	Intergenic	Intergenic	5838	XM_011241010.1	Zkscan5	XM_006504822			Zkscan5			
SRR21586222_peak_44528	chr8	111921259	111921259	+	2.61296	NA	intron (NM_001033321.2, intron 2 of 6)	-intron (NM_001033321.2, intron 2 of 6)	7153	XR_388035.3	Gm36531	XR_388035			Gm36531			
SRR21586222_peak_45760	chr9	44850730	44850730	+	2.61296	NA	intron (XM_030244217.1, intron 2 of 35)	-intron (NM_001357549.2, intron 2 of 35)	-4189	XR_003948321.1	Gm39326	XR_870693			Gm39326			
SRR21586222_peak_35550	chr5	111364874	111364874	+	2.61296	NA	intron (NM_019640.5, intron 7 of 11)	-intron (NM_001301643.1, intron 7 of 10)	8782	XR_389518.3	Gm36027	XR_389518			Gm36027			
SRR21586222_peak_36246	chr5	134668716	134668716	+	2.61296	NA	intron (XM_006504396.4, intron 7 of 12)	-intron (NM_001305875.1, intron 6 of 14)	-7402	NR_166474.1	Gm10369	NR_166474			Gm10369			
SRR21586222_peak_47338	chr9	118512843	118512843	+	2.61296	NA	intron (XR_871210.3, intron 1 of 24)	-intron (NM_018748.3, intron 1 of 23)	6525	NM_018748.3	Golga4	XM_017313475			Golga4			
SRR21586222_peak_35972	chr5	122775231	122775231	+	2.61296	NA	intron (XM_017320763.2, intron 1 of 17)	-intron (NM_001199676.1, intron 1 of 16)	4094	XM_030254307.1	Camkk2	XM_030254306			Camkk2			
SRR21586222_peak_15655	chr15	12480463	12480463	+	2.61296	NA	intron (XM_017316735.2, intron 3 of 25)	-intron (NM_001081064.2, intron 3 of 25)	-11447	XR_003951632.1	Gm52211	XR_003951632			Gm52211			
SRR21586222_peak_46804	chr9	96363768	96363768	+	2.61296	NA	promoter-TSS (NM_001357213.1)	-promoter-TSS (NM_001357213.1)	-53	NM_001357213.1	Atp1b3	XM_030244030			Atp1b3			
SRR21586222_peak_22202	chr18	35792137	35792137	+	2.61296	NA	intron (XM_006526120.3, intron 1 of 6)	-intron (NM_019912.2, intron 1 of 6)	20106	XM_006526120.3	Ube2d2a	NM_019912			Ube2d2a			
SRR21586222_peak_518	chr1	36770235	36770235	+	2.61296	NA	intron (XM_006495896.3, intron 1 of 12)	-intron (NM_001289765.1, intron 1 of 12)	2936	XM_006495896.3	Zap70	NM_001289766			Zap70			
SRR21586222_peak_5752	chr10	128889094	128889094	+	2.61296	NA	intron (NM_010272.2, intron 1 of 2)	-intron (NM_010272.2, intron 1 of 2)	2624	NM_010272.2	Gdf11	NM_010272			Gdf11			
SRR21586222_peak_18089	chr16	20910958	20910958	+	2.61296	NA	Intergenic	Intergenic	-17656	NM_001370894.1	Gm6551	NM_001370894			Gm6551			
SRR21586222_peak_44881d	chr8	126827049	126827049	+	2.61277	NA	intron (XR_388221.4, intron 3 of 6)	-intron (XR_001778721.2, intron 4 of 7)	1656	XR_879376.2	Gm31718	XR_001778722			Gm31718			
SRR21586222_peak_25303	chr2	37767682	37767682	+	2.61277	NA	Intergenic	Intergenic	-8543	XR_866013.1	Crb2	XR_866013			Crb2			
SRR21586222_peak_3107a	chr1	185319242	185319242	+	2.61277	NA	intron (XM_006497180.4, intron 9 of 13)	-intron (NM_198653.3, intron 9 of 22)	5661	NR_029908.1	Mir215	NR_029908			Mir215			
SRR21586222_peak_1550	chr1	92128654	92128654	+	2.61277	NA	intron (XM_006529313.2, intron 2 of 27)	-intron (NM_207225.2, intron 2 of 26)	-14014	XM_006529314.4	Hdac4	XM_017319482			Hdac4			
SRR21586222_peak_33958d	chr5	15905171	15905171	+	2.61277	NA	Intergenic	Intergenic	-21405	NR_045974.1	4930519H02Rik	NR_045974			4930519H02Rik			
SRR21586222_peak_45868	chr9	50491797	50491797	+	2.61277	NA	intron (NR_040714.2, intron 2 of 2)	-intron (NR_040714.2, intron 2 of 2)	-2728	NM_029639.2	Plet1	NM_029639			Plet1			
SRR21586222_peak_30483	chr4	3412795	3412795	+	2.61277	NA	Intergenic	Intergenic	24252	Gm11784	Gm11784	Gm11784			Gm11784			NA
SRR21586222_peak_33624a	chr4	150825146	150825146	+	2.61201	NA	Intergenic	Intergenic	17366	NR_168525.1_2	Gm42356	NR_168525			Gm42356			
SRR21586222_peak_36850a	chr6	4972735	4972735	+	2.61201	NA	intron (XR_003956199.1, intron 2 of 14)	-intron (NM_001363809.1, intron 2 of 15)	69249	XM_006505072.4	Ppp1r9a	XM_017321591			Ppp1r9a			
SRR21586222_peak_66a	chr1	7055557	7055557	+	2.61201	NA	Intergenic	Intergenic	19676	Gm5694	Gm5694	Gm5694			Gm5694			NA
SRR21586222_peak_48372	chrX	91843797	91843797	+	2.6103	NA	Intergenic	Intergenic	-12055	Gm46678	Gm46678	Gm46678			Gm46678			NA
SRR21586222_peak_8894c	chr11	116330097	116330097	+	2.6103	NA	TTS (NM_008240.3)	-TTS (NM_008240.3)	5257	NM_008240.3	Foxj1	NM_008240			Foxj1			
SRR21586222_peak_21085	chr17	70910498	70910498	+	2.6103	NA	intron (XR_385732.4, intron 1 of 3)	-intron (XR_385732.4, intron 1 of 3)	-1504	XR_003952407.1	Gm52315	XR_003952407			Gm52315			
SRR21586222_peak_44737	chr8	122567110	122567110	+	2.60926	NA	promoter-TSS (NM_026014.3)	-promoter-TSS (NM_026014.3)	-905	NM_026014.3	Cdt1	NM_026014			Cdt1			
SRR21586222_peak_16669	chr15	77202377	77202377	+	2.60705	NA	intron (XM_030248836.1, intron 1 of 11)	-intron (NM_001110827.2, intron 2 of 13)	910	XM_030248848.1	Rbfox2	XR_003951446			Rbfox2			
SRR21586222_peak_37314a	chr6	38534571	38534571	+	2.60705	NA	promoter-TSS (NM_025363.3)	-promoter-TSS (NM_025363.3)	-290	NM_025363.3	Fmc1	NM_025363			Fmc1			
SRR21586222_peak_2764a	chr1	170892197	170892197	+	2.60556	NA	Intergenic	Intergenic	-6657	NM_001356485.1	Dusp12	NM_001356485			Dusp12			
SRR21586222_peak_19147a	chr16	93826041	93826041	+	2.60556	NA	intron (XR_385069.4, intron 1 of 3)	-intron (XR_385069.4, intron 1 of 3)	-6080	NM_001045529.3	Morc3	NM_001045529			Morc3			
SRR21586222_peak_29158	chr3	88295617	88295617	+	2.60556	NA	promoter-TSS (XM_030252883.1)	-promoter-TSS (XM_030252883.1)	-196	XM_030252883.1	Tsacc	XM_030252883			Tsacc			
SRR21586222_peak_36438b	chr5	138161025	138161025	+	2.6049	NA	promoter-TSS (NM_012002.3)	-promoter-TSS (NM_012002.3)	-77	NM_012002.3	Cops6	NM_012002			Cops6			
SRR21586222_peak_37724a	chr6	68852163	68852163	+	2.60428	NA	exon (Igk, exon 1 of 1)	-exon (Igk, exon 1 of 1)	10868	id-Igkv1-88	Igkv1-88	id-Igkv1-88			Igkv1-88			
SRR21586222_peak_42183	chr7	139952423	139952423	+	2.60428	NA	intron (XR_389973.3, intron 1 of 4)	-intron (XR_389973.3, intron 1 of 4)	2425	XR_389973.3	Gm16201	XR_389973			Gm16201			
SRR21586222_peak_10756	chr12	100534863	100534863	+	2.60284	NA	Intergenic	Intergenic	-14026	NM_001374711.1	Ttc7b	XM_006515326			Ttc7b			
SRR21586222_peak_47589a	chrX	7763794	7763794	+	2.60284	NA	promoter-TSS (NM_001105197.1)	-promoter-TSS (NM_001105197.1)	-55	XM_017318454.2	Tfe3	NM_001271490			Tfe3			
SRR21586222_peak_4624a	chr10	75648130	75648130	+	2.60243	NA	exon (NM_172549.3, exon 35 of 37)	-exon (NM_172549.3, exon 35 of 37)	-4122	NM_027890.5	Susd2	NM_027890			Susd2			
SRR21586222_peak_35537a	chr5	110806311	110806311	+	2.60174	NA	intron (XM_011249420.3, intron 3 of 27)	-intron (NM_001347394.1, intron 3 of 27)	3770	NM_009469.3	Ulk1	XM_011249420			Ulk1			
SRR21586222_peak_20395c	chr17	36923655	36923655	+	2.60174	NA	promoter-TSS (NR_045439.1_4)	-promoter-TSS (NR_045439.1_4)	-137	NR_045439.1_4	1700031A10Rik	NR_045439.1_2			1700031A10Rik			
SRR21586222_peak_46067	chr9	58549080	58549080	+	2.6015	NA	intron (NM_133983.4, intron 1 of 7)	-intron (NM_133983.4, intron 1 of 7)	5953	NM_133983.4	Cd276	NM_133983			Cd276			
SRR21586222_peak_15067b	chr14	87040560	87040560	+	2.6015	NA	intron (XM_011245123.2, intron 3 of 26)	-intron (NM_019670.2, intron 4 of 27)	100664	NM_019670.2	Diaph3	XM_011245123			Diaph3			
SRR21586222_peak_41162	chr7	89306935	89306935	+	2.6015	NA	intron (XM_030243018.1, intron 2 of 7)	-intron (NM_001360745.1, intron 2 of 13)	31852	NM_028343.5	Tmem135	XM_011241911			Tmem135			
