PeakID (cmd=annotatePeaks.pl ../chip_output/macs2_output/SRR21586220_summits.bed mm10 -gtf ../chip_output/tmp/mm10.ncbiRefSeq.gtf)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
SRR21586220_peak_26076	chr3	6608140	6608140	+	1.57936	NA	Intergenic	Intergenic	12303	NM_027048.1	1700008P02Rik	NM_027048			1700008P02Rik			
SRR21586220_peak_9857	chr12	86556952	86556952	+	1.57936	NA	Intergenic	Intergenic	9073	Gm52007	Gm52007	Gm52007			Gm52007			NA
SRR21586220_peak_21917	chr19	21647286	21647286	+	1.57936	NA	intron (NM_025423.2, intron 1 of 3)	-intron (NM_025423.2, intron 1 of 3)	5505	NM_025423.2	1110059E24Rik	NM_025423			1110059E24Rik			
SRR21586220_peak_24415	chr2	106920471	106920471	+	1.57936	NA	Intergenic	Intergenic	6698	Gm13902	Gm13902	Gm13902			Gm13902			NA
SRR21586220_peak_34613	chr6	21324132	21324132	+	1.57936	NA	intron (NM_019697.4, intron 1 of 5)	-intron (NM_019697.4, intron 1 of 5)	108786	NM_019697.4	Kcnd2	NM_019697			Kcnd2			
SRR21586220_peak_29367a	chr4	71421972	71421972	+	1.57936	NA	Intergenic	Intergenic	39944	XR_881367.1	Gm42298	XR_881367			Gm42298			
SRR21586220_peak_14566	chr15	19464032	19464032	+	1.57936	NA	Intergenic	Intergenic	-7599	Gm8341	Gm8341	Gm8341			Gm8341			NA
SRR21586220_peak_17217	chr16	42190634	42190634	+	1.57936	NA	Intergenic	Intergenic	6768	Gm49738	Gm49738	Gm49738			Gm49738			NA
SRR21586220_peak_557	chr1	38867560	38867560	+	1.57936	NA	intron (XM_030243883.1, intron 7 of 7)	-intron (NM_001368780.1, intron 7 of 7)	-29050	XM_030243909.1	Gm51581	XM_030243909			Gm51581			
SRR21586220_peak_12768	chr14	20503279	20503279	+	1.57936	NA	intron (XM_017315921.2, intron 11 of 12)	-intron (NM_001310426.1, intron 12 of 13)	-6378	NM_029104.1	Mss51	XM_006519636			Mss51			
SRR21586220_peak_45047	chrX	68820549	68820549	+	1.57936	NA	promoter-TSS (Gm14698)	-promoter-TSS (Gm14698)	-544	Gm14698	Gm14698	Gm14698			Gm14698			NA
SRR21586220_peak_45469	chrX	107716349	107716349	+	1.57936	NA	Intergenic	Intergenic	36697	XM_006528039.3	Tbx22	XM_017318490			Tbx22			
SRR21586220_peak_44016	chr9	107667336	107667336	+	1.57936	NA	promoter-TSS (NM_001199217.1)	-promoter-TSS (NM_001199217.1)	58	XM_030244697.1	Slc38a3	NM_001199218			Slc38a3			
SRR21586220_peak_3749	chr10	44554016	44554016	+	1.57936	NA	Intergenic	Intergenic	-25458	XM_006512503.3	Prdm1	XM_006512505			Prdm1			
SRR21586220_peak_28028	chr3	130052419	130052419	+	1.57936	NA	intron (XM_006502468.4, intron 1 of 24)	-intron (NM_207209.3, intron 1 of 23)	8488	NM_207209.3	Sec24b	XM_006502468			Sec24b			
SRR21586220_peak_29325	chr4	65342883	65342883	+	1.57936	NA	intron (NM_021362.1, intron 21 of 21)	-intron (NM_021362.1, intron 21 of 21)	218709	NM_021362.1	Pappa	NM_021362			Pappa			
SRR21586220_peak_8880	chr12	23566595	23566595	+	1.57936	NA	intron (XR_001780569.1, intron 1 of 3)	-intron (XR_001780569.1, intron 1 of 3)	49580	Gm50592	Gm50592	Gm50592			Gm50592			NA
SRR21586220_peak_17898	chr17	5491394	5491394	+	1.57936	NA	exon (XM_030250193.1, exon 2 of 2)	-exon (XM_030250193.1, exon 2 of 2)	-1168	XM_006523215.3	Zdhhc14	XM_006523216			Zdhhc14			
SRR21586220_peak_41766	chr8	115803268	115803268	+	1.57936	NA	Intergenic	Intergenic	-26956	XR_388067.2	Gm30925	XR_879220			Gm30925			
SRR21586220_peak_37437	chr7	26435624	26435624	+	1.57936	NA	promoter-TSS (NM_001362156.1)	-promoter-TSS (NM_001362156.1)	10	NM_001362156.1	Nlrp4a	NM_172896			Nlrp4a			
SRR21586220_peak_26216	chr3	14641635	14641635	+	1.57936	NA	promoter-TSS (NM_024495.5)	-promoter-TSS (NM_024495.5)	-92	NM_024495.5	Car13	NM_024495			Car13			
SRR21586220_peak_20116	chr18	9197778	9197778	+	1.57936	NA	Intergenic	Intergenic	-15078	NM_008058.2	Fzd8	NM_008058			Fzd8			
SRR21586220_peak_35866	chr6	94554224	94554224	+	1.57936	NA	intron (XR_003956252.1, intron 6 of 8)	-intron (NM_026255.5, intron 5 of 9)	20080	XM_006506524.4	Slc25a26	XM_017321720			Slc25a26			
SRR21586220_peak_20908	chr18	55066202	55066202	+	1.57936	NA	intron (NR_166629.1, intron 3 of 3)	-intron (NR_166629.1, intron 3 of 3)	19455	Gm24183	Gm24183	Gm24183			Gm24183			NA
SRR21586220_peak_45902	chrX	163964911	163964911	+	1.57936	NA	intron (XR_878297.3, intron 1 of 3)	-intron (XR_878297.3, intron 1 of 3)	6170	XR_878297.3	Gm38561	XR_878297			Gm38561			
SRR21586220_peak_3531	chr10	34067004	34067004	+	1.57936	NA	intron (NM_001162937.1, intron 4 of 6)	-intron (NM_001162937.1, intron 4 of 6)	-22691	NM_001081165.1	Calhm4	NM_001081165			Calhm4			
SRR21586220_peak_5969	chr11	26669609	26669609	+	1.57936	NA	Intergenic	Intergenic	-43266	Gm12071	Gm12071	Gm12071			Gm12071			NA
SRR21586220_peak_28484e	chr4	10935623	10935623	+	1.57936	NA	Intergenic	Intergenic	-10961	Rps11-ps3	Rps11-ps3	Rps11-ps3			Rps11-ps3			NA
SRR21586220_peak_19476	chr17	65951082	65951082	+	1.57936	NA	exon (NM_023053.3, exon 1 of 5)	-exon (NM_023053.3, exon 1 of 5)	105	NM_023053.3	Twsg1	NM_023053			Twsg1			
SRR21586220_peak_11243	chr13	53225996	53225996	+	1.57936	NA	intron (NM_013846.4, intron 1 of 8)	-intron (NM_013846.4, intron 1 of 8)	56275	XR_003950678.1	Gm52058	XR_003950677			Gm52058			
SRR21586220_peak_22020	chr19	25575681	25575681	+	1.57936	NA	intron (NM_015826.5, intron 4 of 4)	-intron (NM_015826.5, intron 4 of 4)	-34565	XM_006527066.3	Dmrt3	XM_006527066			Dmrt3			
SRR21586220_peak_20422	chr18	28629315	28629315	+	1.57936	NA	intron (NR_045398.1, intron 1 of 4)	-intron (NR_045398.1, intron 1 of 4)	-26198	Gm20096	Gm20096	Gm20096			Gm20096			NA
SRR21586220_peak_43067	chr9	56877537	56877537	+	1.57936	NA	intron (NM_139001.2, intron 1 of 9)	-intron (NM_139001.2, intron 1 of 9)	12433	NM_139001.2	Cspg4	NM_139001			Cspg4			
SRR21586220_peak_9010	chr12	33072640	33072640	+	1.57936	NA	intron (XR_872429.3, intron 4 of 17)	-intron (NM_001024478.1, intron 4 of 19)	-5328	XM_011243893.2	Cdhr3	XM_006515190			Cdhr3			
SRR21586220_peak_45173	chrX	78672054	78672054	+	1.57936	NA	Intergenic	Intergenic	11129	Gm14747	Gm14747	Gm14747			Gm14747			NA
SRR21586220_peak_35686	chr6	86857890	86857890	+	1.57936	NA	intron (XM_030255418.1, intron 2 of 18)	-intron (NM_001040106.3, intron 1 of 20)	8239	XM_030255415.1	Aak1	XM_030255417			Aak1			
SRR21586220_peak_31939	chr5	28437272	28437272	+	1.57936	NA	Intergenic	Intergenic	27876	XM_006535648.4	Shh	NM_009170			Shh			
SRR21586220_peak_4180	chr10	70520823	70520823	+	1.57936	NA	exon (NM_001143776.1, exon 6 of 14)	-exon (NM_001143776.1, exon 6 of 14)	-15574	Gm29783	Gm29783	Gm29783			Gm29783			NA
SRR21586220_peak_16909	chr16	27172907	27172907	+	1.57936	NA	Intergenic	Intergenic	-134734	NM_198112.2	Ostn	NM_198112			Ostn			
SRR21586220_peak_1298	chr1	87098933	87098933	+	1.57936	NA	TTS (XR_003947903.1)	-TTS (XR_003947903.1)	2673	NM_001081082.2	Alpi	NM_001081082			Alpi			
SRR21586220_peak_6694	chr11	63109389	63109389	+	1.57936	NA	intron (XR_388733.4, intron 2 of 2)	-intron (XR_388733.4, intron 2 of 2)	9870	XR_388733.4	Gm36926	XR_388733			Gm36926			
SRR21586220_peak_23944	chr2	72491889	72491889	+	1.57936	NA	Intergenic	Intergenic	15666	XM_006500053.4	Cdca7	NM_025866			Cdca7			
SRR21586220_peak_39278	chr7	118937781	118937781	+	1.57936	NA	intron (XR_378252.4, intron 7 of 8)	-intron (NM_001081446.2, intron 7 of 8)	-47304	XR_869903.2	Gm39076	XR_869903			Gm39076			
SRR21586220_peak_15075b	chr15	55276466	55276466	+	1.57936	NA	Intergenic	Intergenic	4323	XR_001781718.2	Gm35312	XR_001781718			Gm35312			
SRR21586220_peak_45619	chrX	134320475	134320475	+	1.57936	NA	intron (XM_017318340.1, intron 6 of 21)	-intron (NM_001305631.1, intron 6 of 21)	12365	XM_017318340.1	Cenpi	XM_006528477			Cenpi			
SRR21586220_peak_27151	chr3	87960955	87960955	+	1.57936	NA	intron (XR_375786.3, intron 1 of 2)	-intron (XR_375786.3, intron 1 of 2)	715	XR_375786.3	Gm32518	XR_375786			Gm32518			
SRR21586220_peak_45323	chrX	96415538	96415538	+	1.57936	NA	intron (NM_001310755.1, intron 1 of 10)	-intron (NM_001310755.1, intron 1 of 10)	-39898	NM_010417.2	Heph	NM_001159627			Heph			
SRR21586220_peak_34406	chr6	3808871	3808871	+	1.57936	NA	Intergenic	Intergenic	-44158	NM_001355192.1	Calcr	NM_001377018			Calcr			
SRR21586220_peak_14700	chr15	33801670	33801670	+	1.57936	NA	Intergenic	Intergenic	-113787	NM_001085421.1	Tspyl5	NM_001085421			Tspyl5			
SRR21586220_peak_28801	chr4	35006348	35006348	+	1.57936	NA	intron (XM_030253394.1, intron 2 of 3)	-intron (NM_178061.5, intron 2 of 3)	14506	XR_390469.4	Gm33620	XR_390469			Gm33620			
SRR21586220_peak_25650	chr2	168311208	168311208	+	1.57936	NA	Intergenic	Intergenic	-9759	XR_003953966.1	Gm33262	XR_867015			Gm33262			
SRR21586220_peak_45552	chrX	122067325	122067325	+	1.57936	NA	Intergenic	Intergenic	-33601	Gm16421	Gm16421	Gm16421			Gm16421			NA
SRR21586220_peak_29175	chr4	55677037	55677037	+	1.57936	NA	Intergenic	Intergenic	71954	XR_881290.2	Gm12506	XR_881290			Gm12506			
SRR21586220_peak_29022	chr4	46119676	46119676	+	1.57936	NA	intron (XR_003954957.1, intron 8 of 9)	-intron (NM_001355375.1, intron 8 of 9)	18610	XM_006537961.4	Tstd2	XM_006537967			Tstd2			
SRR21586220_peak_40581	chr8	47750397	47750397	+	1.57936	NA	promoter-TSS (NR_166571.1)	-promoter-TSS (NR_166571.1)	-205	NR_166571.1	Gm31786	NR_166571			Gm31786			
SRR21586220_peak_44732	chrX	22384581	22384581	+	1.57936	NA	Intergenic	Intergenic	-49833	XR_003953249.1	Gm25812	XR_003953249			Gm25812			
SRR21586220_peak_29768	chr4	106800023	106800023	+	1.57936	NA	promoter-TSS (NM_025590.4)	-promoter-TSS (NM_025590.4)	-192	NM_025590.4	Acot11	NM_025590			Acot11			
SRR21586220_peak_31303	chr4	149980108	149980108	+	1.57936	NA	TTS (XM_006538459.4)	-TTS (XM_006538459.4)	5813	XM_006538462.3	H6pd	NM_173371			H6pd			
SRR21586220_peak_10861	chr13	32338646	32338646	+	1.57936	NA	promoter-TSS (NM_146041.2)	-promoter-TSS (NM_146041.2)	-102	NM_146041.2	Gmds	XM_006516656			Gmds			
SRR21586220_peak_36177	chr6	116240490	116240490	+	1.57936	NA	exon (XR_003956350.1, exon 3 of 3)	-exon (XR_003956350.1, exon 3 of 3)	1686	XR_003956350.1	Gm52873	XR_003956350			Gm52873			
SRR21586220_peak_3129	chr10	12126276	12126276	+	1.57936	NA	Intergenic	Intergenic	67628	XR_871460.1	Gm40601	XR_871460			Gm40601			
SRR21586220_peak_25740	chr2	171986627	171986627	+	1.57936	NA	Intergenic	Intergenic	-23828	NR_040509.1	1700028P15Rik	NR_040509			1700028P15Rik			
SRR21586220_peak_20421	chr18	28587608	28587608	+	1.57936	NA	intron (NR_045398.1, intron 1 of 4)	-intron (NR_045398.1, intron 1 of 4)	15509	Gm20096	Gm20096	Gm20096			Gm20096			NA
SRR21586220_peak_6961	chr11	73617850	73617850	+	1.57936	NA	Intergenic	Intergenic	15268	NM_207224.1_2	Olfr384	NM_207224.1_2			Olfr384			
SRR21586220_peak_38845	chr7	97920040	97920040	+	1.57936	NA	promoter-TSS (NM_177696.3)	-promoter-TSS (NM_177696.3)	82	NM_177696.3	Gdpd4	XM_006507613			Gdpd4			
SRR21586220_peak_26837	chr3	61642791	61642791	+	1.57936	NA	Intergenic	Intergenic	-179912	Gm8349	Gm8349	Gm8349			Gm8349			NA
SRR21586220_peak_8622	chr12	9426843	9426843	+	1.57936	NA	Intergenic	Intergenic	-2677	XR_381242.3	Gm7099	XR_381242			Gm7099			
SRR21586220_peak_43742	chr9	89313596	89313596	+	1.57936	NA	Intergenic	Intergenic	-40842	XR_870988.2	Gm40543	XR_870988			Gm40543			
SRR21586220_peak_4833	chr10	95763069	95763069	+	1.57936	NA	Intergenic	Intergenic	-10064	XR_380952.1	4732465J04Rik	XR_380952			4732465J04Rik			
SRR21586220_peak_20580	chr18	35437479	35437479	+	1.57936	NA	intron (XM_030250634.1, intron 3 of 10)	-intron (NM_001360814.1, intron 2 of 9)	32473	NM_001360814.1	Sil1	XM_030250635			Sil1			
SRR21586220_peak_28429	chr4	7364617	7364617	+	1.57936	NA	Intergenic	Intergenic	161469	XR_390372.1	Gm33646	XR_390371			Gm33646			
SRR21586220_peak_16441	chr16	10744387	10744387	+	1.57936	NA	exon (NM_001204229.1, exon 23 of 23)	-exon (NM_001204229.1, exon 23 of 23)	41149	NM_009896.2	Socs1	NM_009896			Socs1			
SRR21586220_peak_27119	chr3	87015775	87015775	+	1.57936	NA	Intergenic	Intergenic	-3417	XM_030252404.1	Cd1d1	NM_007639			Cd1d1			
SRR21586220_peak_44559	chrX	9925441	9925441	+	1.57936	NA	intron (XM_030251313.1, intron 3 of 15)	-intron (NM_001290728.1, intron 4 of 15)	17664	XM_030251313.1	Sytl5	XM_006527604			Sytl5			
SRR21586220_peak_11865b	chr13	81711564	81711564	+	1.57936	NA	promoter-TSS (NM_001081176.1)	-promoter-TSS (NM_001081176.1)	147	NM_028372.1	Mblac2	NM_028372			Mblac2			
SRR21586220_peak_46037	chrY	59656654	59656654	+	1.57936	NA	Intergenic	Intergenic	-23896	NR_038299.1	Gm20871	NR_038299			Gm20871			
SRR21586220_peak_21143	chr18	69722747	69722747	+	1.57936	NA	Intergenic	Intergenic	57035	XR_877536.1	Gm31502	XR_877536			Gm31502			
SRR21586220_peak_14161	chr14	117546544	117546544	+	1.57936	NA	intron (XM_006518929.4, intron 3 of 4)	-intron (NM_001079844.2, intron 3 of 9)	236092	XR_003951111.1	Gm52111	XR_003951114			Gm52111			
SRR21586220_peak_43213	chr9	61471489	61471489	+	1.57936	NA	Intergenic	Intergenic	27523	XR_379515.3	Gm34322	XR_379516			Gm34322			
SRR21586220_peak_34994	chr6	46529243	46529243	+	1.57936	NA	TTS (Rbpj-ps3)	-TTS (Rbpj-ps3)	1641	Rbpj-ps3	Rbpj-ps3	Rbpj-ps3			Rbpj-ps3			NA
SRR21586220_peak_34364	chr5	150962910	150962910	+	1.57936	NA	intron (XM_006504917.1, intron 1 of 3)	-intron (NM_013823.2_2, intron 1 of 4)	10261	XM_006504917.1	Kl	XM_006504917			Kl			
SRR21586220_peak_11832	chr13	78427936	78427936	+	1.57936	NA	intron (XR_382671.4, intron 1 of 2)	-intron (XR_382670.4, intron 1 of 2)	951	XR_382670.4	Gm31946	XR_382671			Gm31946			
SRR21586220_peak_8991	chr12	31766919	31766919	+	1.57936	NA	intron (XM_017315053.2, intron 2 of 15)	-intron (NM_001163126.1, intron 7 of 22)	18847	Gm18029	Gm18029	Gm18029			Gm18029			NA
SRR21586220_peak_17448	chr16	60773272	60773272	+	1.57936	NA	Intergenic	Intergenic	-162361	XM_011245826.3	Epha6	NM_007938			Epha6			
SRR21586220_peak_35680	chr6	86754629	86754629	+	1.57936	NA	intron (XM_030255115.1, intron 6 of 13)	-intron (NM_001331120.1, intron 5 of 12)	20485	NM_001331120.1	Anxa4	XM_011241158			Anxa4			
SRR21586220_peak_25780	chr2	173159596	173159596	+	1.57936	NA	TTS (NM_011044.3)	-TTS (NM_011044.3)	6523	NM_011044.3	Pck1	NM_011044			Pck1			
SRR21586220_peak_15089	chr15	56692515	56692515	+	1.57936	NA	intron (NR_002874.2, intron 1 of 3)	-intron (NM_008216.3, intron 1 of 3)	2031	NM_008216.3	Has2	NM_008216			Has2			
SRR21586220_peak_39928	chr8	7465563	7465563	+	1.57936	NA	intron (XR_870115.1, intron 2 of 6)	-intron (XR_870115.1, intron 2 of 6)	-37235	XR_003947635.1	Gm26427	XR_003947635			Gm26427			
SRR21586220_peak_23151	chr2	29099880	29099880	+	1.57936	NA	Intergenic	Intergenic	-5773	Gm13396	Gm13396	Gm13396			Gm13396			NA
SRR21586220_peak_28851	chr4	40546848	40546848	+	1.57936	NA	Intergenic	Intergenic	-21300	NR_040644.1	4933428C19Rik	NR_040644			4933428C19Rik			
SRR21586220_peak_31925	chr5	27737390	27737390	+	1.57936	NA	Intergenic	Intergenic	53740	XM_030254707.1	Paxip1	XM_006535758			Paxip1			
SRR21586220_peak_37375	chr7	25179818	25179818	+	1.57936	NA	promoter-TSS (XM_006539649.4)	-promoter-TSS (XM_006539649.4)	72	XM_006539649.4	Pou2f2	NM_011138			Pou2f2			
SRR21586220_peak_9979	chr12	98698653	98698653	+	1.57936	NA	intron (XM_011244112.3, intron 10 of 17)	-intron (NM_001146199.1, intron 10 of 18)	35992	NM_011877.2	Ptpn21	XM_011244112			Ptpn21			
SRR21586220_peak_2835	chr1	183514181	183514181	+	1.57936	NA	Intergenic	Intergenic	-39261	XR_373775.2	Gm33973	XR_373776			Gm33973			
SRR21586220_peak_45063	chrX	72085848	72085848	+	1.57936	NA	Intergenic	Intergenic	87008	XM_006527761.1	Cnga2	NM_007724			Cnga2			
SRR21586220_peak_37211	chr7	18009662	18009662	+	1.57936	NA	promoter-TSS (NM_027210.3)	-promoter-TSS (NM_027210.3)	-227	NM_027210.3	Ceacam13	NM_027210			Ceacam13			
SRR21586220_peak_5654	chr11	12578323	12578323	+	1.57936	NA	Intergenic	Intergenic	-20679	Gm19314	Gm19314	Gm19314			Gm19314			NA
SRR21586220_peak_38476	chr7	75399338	75399338	+	1.57936	NA	Intergenic	Intergenic	33306	Gm10161	Gm10161	Gm10161			Gm10161			NA
SRR21586220_peak_3253	chr10	19404403	19404403	+	1.57936	NA	Intergenic	Intergenic	47864	NM_053008.3	Olig3	NM_053008			Olig3			
SRR21586220_peak_5021	chr10	116699185	116699185	+	1.57936	NA	Intergenic	Intergenic	24594	NR_152731.1	Gm26579	NR_152731			Gm26579			
SRR21586220_peak_20891	chr18	53666100	53666100	+	1.57936	NA	intron (NR_040349.1, intron 1 of 2)	-intron (NR_040349.1, intron 1 of 2)	17949	NR_040349.1	Gm19466	NR_040349			Gm19466			
SRR21586220_peak_35204	chr6	57581031	57581031	+	1.57936	NA	promoter-TSS (NM_025992.2)	-promoter-TSS (NM_025992.2)	39	NM_025992.2	Herc6	NM_025992			Herc6			
SRR21586220_peak_15298	chr15	74225611	74225611	+	1.57936	NA	Intergenic	Intergenic	-21162	XR_875408.2	Gm32918	XR_875409			Gm32918			
SRR21586220_peak_11964	chr13	93454420	93454420	+	1.57936	NA	intron (NM_021310.3, intron 4 of 10)	-intron (NM_021310.3, intron 4 of 10)	5999	XM_884704.8	Gm6109	XM_884704			Gm6109			
SRR21586220_peak_13106	chr14	36938088	36938088	+	1.57936	NA	intron (XM_030248048.1, intron 3 of 9)	-intron (NM_001347502.1, intron 2 of 8)	-2507	XM_030248049.1	Ccser2	XM_006519607			Ccser2			
SRR21586220_peak_44270	chr9	118355171	118355171	+	1.57936	NA	Intergenic	Intergenic	11139	XR_379980.1	Gm33088	XR_379980			Gm33088			
SRR21586220_peak_18757	chr17	32741395	32741395	+	1.57936	NA	Intergenic	Intergenic	-3787	Gm17948	Gm17948	Gm17948			Gm17948			NA
SRR21586220_peak_192	chr1	12991114	12991114	+	1.57936	NA	promoter-TSS (NM_172841.2)	-promoter-TSS (NM_172841.2)	21	NM_172841.2	Slco5a1	XM_011238380			Slco5a1			
SRR21586220_peak_21073	chr18	65924719	65924719	+	1.57936	NA	Intergenic	Intergenic	14370	NM_013833.2	Rax	NM_013833			Rax			
SRR21586220_peak_21173	chr18	73687402	73687402	+	1.57936	NA	intron (XM_011246855.2, intron 1 of 11)	-intron (NM_001364967.1, intron 1 of 9)	16110	XM_006525701.3	Smad4	XM_006525701			Smad4			
SRR21586220_peak_44211	chr9	114530857	114530857	+	1.57936	NA	intron (NM_001042503.2, intron 1 of 3)	-intron (NM_001042503.2, intron 1 of 3)	-25381	XM_006511932.4	Ccr4	XM_011242933			Ccr4			
SRR21586220_peak_34335	chr5	149439854	149439854	+	1.57936	NA	intron (NM_001310765.1, intron 1 of 5)	-intron (NM_001310763.1, intron 1 of 6)	194	NM_001310764.1	Tex26	NM_001310763			Tex26			
SRR21586220_peak_10360	chr13	3004942	3004942	+	1.57936	NA	Intergenic	Intergenic	-3776	Gm8598	Gm8598	Gm8598			Gm8598			NA
SRR21586220_peak_45951	chrX	168190396	168190396	+	1.57936	NA	intron (XM_011247834.3, intron 1 of 17)	-intron (NM_001033330.4, intron 3 of 19)	-65883	XM_006528888.4	Frmpd4	NM_001290428			Frmpd4			
SRR21586220_peak_19265	chr17	51704423	51704423	+	1.57936	NA	Intergenic	Intergenic	107442	XM_017317365.1	Satb1	XM_017317366			Satb1			
SRR21586220_peak_605	chr1	43396697	43396697	+	1.57936	NA	Intergenic	Intergenic	-48786	XM_030252054.1	Nck2	XM_030252054			Nck2			
SRR21586220_peak_18987	chr17	38683340	38683340	+	1.57936	NA	Intergenic	Intergenic	43893	NM_001177586.1	Esp31	NM_001177586			Esp31			
SRR21586220_peak_2204	chr1	151427267	151427267	+	1.57936	NA	intron (XM_030242199.1, intron 1 of 19)	-intron (NM_025819.4, intron 1 of 19)	1168	NM_025819.4	Swt1	XM_011248058			Swt1			
SRR21586220_peak_37784	chr7	32982434	32982434	+	1.57936	NA	Intergenic	Intergenic	-35945	Gm4405	Gm4405	Gm4405			Gm4405			NA
SRR21586220_peak_31058	chr4	145493582	145493582	+	1.57936	NA	Intergenic	Intergenic	-17177	NM_001324553.1	Zfp990	NM_001324553			Zfp990			
SRR21586220_peak_24166	chr2	90310160	90310160	+	1.57936	NA	Intergenic	Intergenic	-12062	NM_001270423.1	Olfr1565	NM_001270423			Olfr1565			
SRR21586220_peak_32124	chr5	35729314	35729314	+	1.57936	NA	promoter-TSS (NM_194344.2)	-promoter-TSS (NM_194344.2)	-38	NM_194344.2	Sh3tc1	NM_001359895			Sh3tc1			
SRR21586220_peak_42912	chr9	46393209	46393209	+	1.57936	NA	intron (XR_379351.4, intron 1 of 3)	-intron (XR_379351.4, intron 1 of 3)	3747	XR_379351.4	Gm31432	XR_379351			Gm31432			
SRR21586220_peak_44472	chrX	4136379	4136379	+	1.57936	NA	Intergenic	Intergenic	17203	Gm14349	Gm14349	Gm14349			Gm14349			NA
SRR21586220_peak_6652	chr11	62171638	62171638	+	1.57936	NA	intron (XM_030246108.1, intron 10 of 12)	-intron (NM_001029936.3, intron 10 of 12)	-25268	XR_879913.2	Gm39985	XR_879913			Gm39985			
SRR21586220_peak_27588	chr3	101071177	101071177	+	1.57936	NA	intron (XM_017319503.2, intron 4 of 8)	-intron (NM_011197.3_2, intron 4 of 8)	13025	XM_006501147.3	Ptgfrn	NM_011197			Ptgfrn			
SRR21586220_peak_9971	chr12	97403654	97403654	+	1.57936	NA	Intergenic	Intergenic	90617	XR_872916.1	Gm40552	XR_872916			Gm40552			
SRR21586220_peak_7487	chr11	94701596	94701596	+	1.57936	NA	intron (NM_001007584.2, intron 1 of 1)	-intron (NM_001007584.2, intron 1 of 1)	2903	NM_001007584.2	Gm11541	NM_001007584			Gm11541			
SRR21586220_peak_5989	chr11	28075811	28075811	+	1.57936	NA	Intergenic	Intergenic	27935	Gm12080	Gm12080	Gm12080			Gm12080			NA
SRR21586220_peak_41885	chr8	121852570	121852570	+	1.57636	NA	intron (XR_879277.2, intron 1 of 3)	-intron (XR_003947481.1, intron 1 of 2)	705	XR_879277.2	Gm26812	XR_879277			Gm26812			
SRR21586220_peak_7249	chr11	84082081	84082081	+	1.57636	NA	exon (NM_172562.3, exon 15 of 16)	-exon (NM_172562.3, exon 15 of 16)	-12825	XM_006533796.4	Dusp14	XM_006533799			Dusp14			
SRR21586220_peak_35192	chr6	56832183	56832183	+	1.57469	NA	exon (NM_012056.2, exon 1 of 10)	-exon (NM_012056.2, exon 1 of 10)	124	NM_012056.2	Fkbp9	NM_012056			Fkbp9			
SRR21586220_peak_40651	chr8	57505636	57505636	+	1.57462	NA	promoter-TSS (NR_126556.1)	-promoter-TSS (NR_126556.1)	-179	NR_126556.1	2500002B13Rik	NR_126555			2500002B13Rik			
SRR21586220_peak_7810a	chr11	101315791	101315791	+	1.57462	NA	promoter-TSS (NM_011192.4)	-promoter-TSS (NM_011192.4)	-422	NM_011192.4	Psme3	NM_011192			Psme3			
SRR21586220_peak_44668	chrX	18399254	18399254	+	1.57462	NA	Intergenic	Intergenic	24780	XM_006527708.4	Dipk2b	NR_132634			Dipk2b			
SRR21586220_peak_35428	chr6	71608342	71608342	+	1.57376	NA	intron (XM_030255050.1, intron 11 of 26)	-intron (NM_001038695.3, intron 11 of 26)	797	NM_001362201.1	Kdm3a	NM_001038695			Kdm3a			
SRR21586220_peak_17980	chr17	7189145	7189145	+	1.57326	NA	intron (XM_006523200.2, intron 1 of 19)	-intron (NM_011299.4, intron 1 of 20)	19030	NM_011299.4	Rps6ka2	NM_011299			Rps6ka2			
SRR21586220_peak_19563	chr17	71410402	71410402	+	1.57326	NA	intron (XM_030250119.1, intron 18 of 45)	-intron (NM_028887.4, intron 20 of 47)	49497	Gm4707	Gm4707	Gm4707			Gm4707			NA
SRR21586220_peak_42349	chr9	18714233	18714233	+	1.57326	NA	Intergenic	Intergenic	35101	Gm24546	Gm24546	Gm24546			Gm24546			NA
SRR21586220_peak_23833	chr2	68927118	68927118	+	1.57326	NA	intron (XR_374464.4, intron 1 of 11)	-intron (NM_001347161.1, intron 1 of 10)	-20247	XM_017318074.1	Cers6	XM_017318074			Cers6			
SRR21586220_peak_37177	chr7	16699130	16699130	+	1.57326	NA	Intergenic	Intergenic	-4743	Gm8209	Gm8209	Gm8209			Gm8209			NA
SRR21586220_peak_19114	chr17	45979651	45979651	+	1.57326	NA	Intergenic	Intergenic	-30819	XR_876841.1	Gm36122	XR_876840			Gm36122			
SRR21586220_peak_6397	chr11	53519655	53519655	+	1.57326	NA	promoter-TSS (NM_001252332.1)	-promoter-TSS (NM_001252332.1)	-81	NM_001347496.1	Septin8	XM_011248834			Septin8			
SRR21586220_peak_26712	chr3	52046944	52046944	+	1.57326	NA	intron (XM_006501645.4, intron 1 of 4)	-intron (NM_001004176.2, intron 1 of 4)	58062	NM_001004176.2	Maml3	XM_006501645			Maml3			
SRR21586220_peak_15611	chr15	81000355	81000355	+	1.57326	NA	intron (XM_006520248.4, intron 1 of 21)	-intron (NM_001357669.1, intron 1 of 20)	22301	XM_006520246.4	Sgsm3	XM_030248261			Sgsm3			
